sample,field,date,sampling.period,mbc,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,P,K,Mg,Ca,pH,CEC,S,B,Zn,Mn,Fe,Cu,OM,no3.ppm,nh4.ppm,total.N,original.field,year
KSF2S2,KS-2-22,7/21/22,22-Jul,26.0484,yes,yes,yes,no,none-low,no,28.84,1.52817574,196,1605,1315,3791,8.4,19.7,20,5.6,2.7,227,113,3.9,0.97,6.39,3.34,9.73,2,2022
KSF2S3,KS-2-22,7/21/22,22-Jul,65.121,yes,yes,yes,no,none-low,no,28.84,2.949852507,142,1430,1201,3588,8.3,17.3,39,5.1,2.5,221,103,3.7,1,7.26,2.5,9.76,2,2022
KSF3S1,KS-3-22,7/21/22,22-Jul,115.0471,no,yes,yes,no,none-low,no,20.88,3.574975174,118,1383,1179,3635,8.1,17.5,25,4.4,1.7,221,106,3.9,0.93,10.99,2.25,13.24,3,2022
KSF3S2,KS-3-22,7/21/22,22-Jul,73.8038,no,yes,yes,no,none-low,no,20.88,3.170028818,111,1147,1176,3900,8,17.8,23,4.6,1.7,224,105,4,0.78,15.28,2.71,17.99,3,2022
KSF3S3,KS-3-22,7/21/22,22-Jul,13.0242,no,yes,yes,no,none-low,no,20.88,1.941747573,166,1759,1262,4300,8,20,45,6.1,2.7,233,117,4.3,1.05,23.05,3.21,26.26,3,2022
RNF1S1,RN-1-22,7/21/22,22-Jul,455.847,no,yes,yes,yes,none-low,no,31.88,7.505070994,246,1956,1458,5262,7.7,24.5,50,5.5,13,282,90,4.9,2.26,22.47,3.38,25.85,1,2022
RNF1S2,RN-1-22,7/21/22,22-Jul,71.6331,no,yes,yes,yes,none-low,no,31.88,5.115346038,182,1642,1869,4696,8.3,25,68,6.8,11.1,283,96,4.9,1.49,14.45,2.51,16.96,1,2022
RNF1S3,RN-1-22,7/21/22,22-Jul,355.9948,no,yes,yes,yes,none-low,no,31.88,9.297520661,99,1463,1612,4732,7.9,23.9,42,6.8,7.2,261,89,4.7,1.93,15.19,2.94,18.13,1,2022
RNF2S1,RN-2-22,7/21/22,22-Jul,134.5834,no,yes,yes,yes,none-low,yes,33.72,11.12288136,283,1296,1414,4725,7.5,22.6,90,5.2,7.2,311,80,4.4,1.16,60.41,1.84,62.25,2,2022
RNF2S2,RN-2-22,7/21/22,22-Jul,141.0955,no,yes,yes,yes,none-low,yes,33.72,14.05049396,238,1235,1389,4211,8,20.4,36,4.9,6.2,291,79,4.1,1.15,7.82,1.75,9.57,2,2022
RNF2S3,RN-2-22,7/21/22,22-Jul,128.0713,no,yes,yes,yes,none-low,yes,33.72,5,267,1557,1502,4521,7.8,22.4,64,5.4,6.9,307,81,4.4,1.2,26.86,2.55,29.41,2,2022
RNF3S1,RN-3-22,7/21/22,22-Jul,136.7541,no,yes,yes,yes,medium-high,no,27.76,7.010309278,107,1354,1487,3971,7.4,20.6,50,4.6,6.6,284,78,4.2,1.41,27.98,2.69,30.67,3,2022
RNF3S2,RN-3-22,7/21/22,22-Jul,75.9745,no,yes,yes,yes,medium-high,no,27.76,4.58984375,240,1408,1526,4123,7.4,21.6,61,5.1,12.7,256,78,4.6,1.48,37.9,3.02,40.92,3,2022
RNF3S3,RN-3-22,7/21/22,22-Jul,88.9987,no,yes,yes,yes,medium-high,no,27.76,3.505355404,99,1282,1457,3485,7.3,18.7,61,4.5,6.3,255,92,3.8,1.45,38.7,3.38,42.08,3,2022
TGF1S1,TG-1-22,7/21/22,22-Jul,462.3591,no,yes,yes,yes,medium-high,no,30.08,20.76749436,95,1186,1467,3818,8.4,19.3,34,6.8,6,258,75,3.8,1.19,17.96,1.74,19.7,1,2022
TGF1S2,TG-1-22,7/21/22,22-Jul,494.9196,no,yes,yes,yes,medium-high,no,30.08,14.86199575,125,1324,1866,5158,8.2,25.6,105,8.1,6.4,265,75,4.2,1.39,79.04,1.92,80.96,1,2022
TGF1S3,TG-1-22,7/21/22,22-Jul,143.2662,no,yes,yes,yes,medium-high,no,30.08,16.32653061,61,1128,1675,4217,8.2,21.5,36,6.5,4.2,247,72,3.9,1.15,15.89,1.61,17.5,1,2022
TGF2S1,TG-2-22,7/21/22,22-Jul,536.1629,no,yes,yes,yes,medium-high,yes,30.08,18.9010989,88,1651,1909,4934,8.3,24.7,39,7.8,4.6,320,80,4.7,1.43,9.21,1.77,10.98,2,2022
TGF2S2,TG-2-22,7/21/22,22-Jul,58.6089,no,yes,yes,yes,medium-high,yes,30.08,3.956478734,94,1317,1914,5198,8,25.7,67,7.5,4.1,329,87,5.1,1.43,28.18,3.32,31.5,2,2022
TGF2S3,TG-2-22,7/21/22,22-Jul,297.3859,no,yes,yes,yes,medium-high,yes,30.08,25.78397213,126,1605,1966,4478,8.2,24.1,37,7.1,6,316,81,4.4,1.64,6.92,1.93,8.85,2,2022
TGF3S1,TG-3-22,7/21/22,22-Jul,269.1668,no,yes,yes,yes,medium-high,no,32,16.81318681,155,1504,1638,4443,7.7,22.9,67,7,6.9,332,83,5,1.51,48.78,2.13,50.91,3,2022
TGF3S2,TG-3-22,7/21/22,22-Jul,108.535,no,yes,yes,yes,medium-high,no,32,17.47787611,146,1677,1480,5294,8.4,23.7,36,7.7,7.2,310,76,5,1.43,19.65,1.91,21.56,3,2022
TGF3S3,TG-3-22,7/21/22,22-Jul,369.019,no,yes,yes,yes,medium-high,no,32,16.17312073,204,1621,1627,4168,8.2,21.4,39,7.5,7.5,323,83,4.8,1.61,28.67,2.06,30.73,3,2022
KVF1S1,KV-1-22,7/21/22,22-Jul,45.5847,no,yes,yes,no,none-low,yes,25,17.07035755,134,1359,780,3519,6.5,16.9,74,3.5,1.7,213,124,4,1.18,13.56,2.49,16.05,1,2022
KVF1S2,KV-1-22,7/21/22,22-Jul,125.9006,no,yes,yes,no,none-low,yes,25,9.414225941,103,1664,740,3851,7.2,17.1,101,4.6,7.8,253,104,3.9,1.26,41.5,4.56,46.06,1,2022
KVF1S3,KV-1-22,7/21/22,22-Jul,169.3146,no,yes,yes,no,none-low,yes,25,14.17989418,176,1549,733,3764,7.6,16.3,44,4.6,3.5,246,106,4.3,0.96,16.72,2.59,19.31,1,2022
KVF2S1,KV-2-22,7/21/22,22-Jul,347.312,no,yes,yes,yes,medium-high,yes,43.64,17.64057332,139,1711,1089,4434,8.3,19.9,32,5.4,2.5,299,82,4.3,1.03,18.93,1.42,20.35,2,2022
KVF2S2,KV-2-22,7/21/22,22-Jul,232.2649,no,yes,yes,yes,medium-high,yes,43.64,12.60775862,124,1439,1326,4304,8.1,20.3,59,6.6,2.2,322,81,4.6,1.09,49.94,2.13,52.07,2,2022
KVF2S3,KV-2-22,7/21/22,22-Jul,475.3833,no,yes,yes,yes,medium-high,yes,43.64,20.99192618,124,1307,1403,4213,8.2,20.5,26,6.3,2.5,320,84,4.4,1.31,6.58,2.15,8.73,2,2022
KVF3S1,KV-3-22,7/21/22,22-Jul,345.1413,no,yes,yes,yes,medium-high,yes,25.64,12.95116773,92,1364,1561,3871,8.1,19.9,29,7.7,3.3,261,93,4.8,1.23,23.83,2.89,26.72,3,2022
KVF3S2,KV-3-22,7/21/22,22-Jul,19.5363,no,yes,yes,yes,medium-high,yes,25.64,9.174311927,70,1272,1534,5101,8.5,22.9,34,8,2.8,247,100,5,0.88,13.17,1.16,14.33,3,2022
KVF3S3,KV-3-22,7/21/22,22-Jul,345.1413,no,yes,yes,yes,medium-high,yes,25.64,11.32852729,89,1452,1776,4776,8.4,23.7,27,8.9,3.3,274,100,5.7,0.95,13.4,2.11,15.51,3,2022
BTF1S1,BT-1-22,7/21/22,22-Jul,191.0216,no,yes,no,no,none-low,no,32.84,5.045408678,174,1647,2391,5114,8.1,27.4,21,8.1,7.9,312,87,5.7,1.61,14.32,3.07,17.39,1,2022
BTF1S2,BT-1-22,7/21/22,22-Jul,206.2165,no,yes,no,no,none-low,no,32.84,5.5387714,167,1494,2359,5009,8.3,26.6,26,9.2,7.4,310,85,5.7,1.72,12.96,2.76,15.72,1,2022
BTF1S3,BT-1-22,7/21/22,22-Jul,102.0229,no,yes,no,no,none-low,no,32.84,4.3,203,1464,2267,5144,8.3,26.5,33,9.6,8.9,296,88,5.4,1.68,11.02,3.07,14.09,1,2022
BEF1S1,BE-1-22,9/30/22,22-Oct,,no,yes,yes,yes,medium-high,no,34.8,,95,1036,1246,4465,8,19.9,16,3.2,5.2,332,77,5.1,1.16,7.95,1.19,9.14,1,2022
BEF1S2,BE-1-22,9/30/22,22-Oct,,no,yes,yes,yes,medium-high,no,34.8,,77,1006,1254,4733,8.2,20.6,15,3.9,6.4,321,84,5.4,1.03,9.22,0.93,10.15,1,2022
BEF1S3,BE-1-22,9/30/22,22-Oct,,no,yes,yes,yes,medium-high,no,34.8,,101,1168,1260,5045,8.1,21.6,24,4.2,5.8,316,78,5.8,1.23,8.64,1.06,9.7,1,2022
BEF2S1,BE-2-22,9/30/22,22-Oct,,no,no,no,yes,medium-high,no,34.8,,191,1166,1474,4783,8,21.9,19,3.7,7.3,341,65,5.2,1.53,8.34,3,11.34,2,2022
BEF2S2,BE-2-22,9/30/22,22-Oct,,no,no,no,yes,medium-high,no,34.8,,82,1387,1441,4784,8.2,22.1,20,4.5,4.4,344,65,5.5,1.39,7.59,1.25,8.84,2,2022
BEF2S3,BE-2-22,9/30/22,22-Oct,,no,no,no,yes,medium-high,no,34.8,,105,1309,1435,4561,8.1,21.4,28,3.9,5.4,320,60,5.5,1.46,11.14,1.86,13,2,2022
BHF1S1,BH-1-22,9/30/22,22-Oct,,minimal,yes,yes,no,none-low,yes,12.56,,362,1114,517,2924,8.2,12.2,14,2.2,9.1,107,100,2.1,0.42,4.16,1.55,5.71,1,2022
BHF1S2,BH-1-22,9/30/22,22-Oct,,minimal,yes,yes,no,none-low,yes,12.56,,232,1088,443,2136,8,9.9,13,2,6.1,115,86,1.9,0.27,4.2,1.07,5.27,1,2022
BHF1S3,BH-1-22,9/30/22,22-Oct,,minimal,yes,yes,no,none-low,yes,12.56,,224,939,428,2168,7.9,9.7,15,1.7,8.1,115,95,1.9,0.25,3.42,1.11,4.53,1,2022
BHF2S1,BH-2-22,9/30/22,22-Oct,,minimal,yes,yes,yes,none-low,yes,16.8,,406,1483,655,3667,8,15.1,24,4.1,16,134,100,2.2,1.06,6.55,1.58,8.13,2,2022
BHF2S2,BH-2-22,9/30/22,22-Oct,,minimal,yes,yes,yes,none-low,yes,16.8,,437,1644,702,3582,8.2,15.3,22,4,17.3,144,108,2.5,0.83,5.77,1.41,7.18,2,2022
BHF2S3,BH-2-22,9/30/22,22-Oct,,minimal,yes,yes,yes,none-low,yes,16.8,,390,1518,803,3368,8.1,15.6,25,4.3,19,145,97,2.5,0.78,4.85,1.72,6.57,2,2022
BHF3S1,BH-3-22,9/30/22,22-Oct,,minimal,yes,yes,yes,none-low,yes,19.48,,166,1078,1887,2876,8.5,17.9,15,8,4,150,94,3,0.58,5.59,1.37,6.96,3,2022
BHF3S2,BH-3-22,9/30/22,22-Oct,,minimal,yes,yes,yes,none-low,yes,19.48,,106,1168,1498,3599,8.7,18.7,81,8.2,2.2,164,85,3.5,0.56,6.47,1.18,7.65,3,2022
BHF3S3,BH-3-22,9/30/22,22-Oct,,minimal,yes,yes,yes,none-low,yes,19.48,,280,1376,1297,2941,8.5,16.2,28,6.3,5.2,150,90,3,0.75,5.35,2.04,7.39,3,2022
BHF4S1,BH-4-22,9/30/22,22-Oct,,minimal,yes,yes,no,none-low,yes,29.68,,170,1102,1779,9624,8.6,35.3,22,7,4,149,79,3,0.62,6.22,1.7,7.92,4,2022
BHF4S2,BH-4-22,9/30/22,22-Oct,,minimal,yes,yes,no,none-low,yes,29.68,,97,1126,1792,10550,8.8,37.2,22,7,2,141,72,3.4,0.58,4.66,1.84,6.5,4,2022
BHF4S3,BH-4-22,9/30/22,22-Oct,,minimal,yes,yes,no,none-low,yes,29.68,,185,1248,1388,9983,8.6,34.2,28,5.3,6,145,77,3,0.78,6.37,2.15,8.52,4,2022
BSF1S1,BS-1-22,9/30/22,22-Oct,,no,yes,no,yes,medium-high,yes,32.8,,28,1076,1297,6112,8.2,25.1,12,3.5,3.4,269,77,5.4,1.05,5.25,1.62,6.87,1,2022
BSF1S2,BS-1-22,9/30/22,22-Oct,,no,yes,no,yes,medium-high,yes,32.8,,19,875,1218,7874,8.5,28.7,14,3.8,2.5,262,74,4.7,0.92,4.57,1.67,6.24,1,2022
BSF1S3,BS-1-22,9/30/22,22-Oct,,no,yes,no,yes,medium-high,yes,32.8,,13,824,1201,8797,8.4,30.4,10,3.5,2.4,261,70,4.9,0.99,4.75,1.56,6.31,1,2022
BSF2S1,BS-2-22,9/30/22,22-Oct,,no,no,no,yes,medium-high,yes,40.76,,22,761,1155,4827,7.9,20.8,7,2.9,3.4,298,74,4.6,0.86,6.88,1.19,8.07,2,2022
BSF2S2,BS-2-22,9/30/22,22-Oct,,no,no,no,yes,medium-high,yes,40.76,,34,1073,1199,5366,7.9,22.3,14,2.8,3,280,70,4.8,1.24,10.61,1.38,11.99,2,2022
BSF2S3,BS-2-22,9/30/22,22-Oct,,no,no,no,yes,medium-high,yes,40.76,,32,1010,1186,5369,8,22.6,12,3.2,2.7,284,70,4.7,0.92,7.84,1.24,9.08,2,2022
BTF1S1,BT-1-22,9/30/22,22-Oct,,no,yes,no,no,none-low,no,32.84,,182,985,1648,4871,7.3,22.2,14,5.9,5.5,230,86,3.8,0.83,5.62,1.71,7.33,1,2022
BTF1S2,BT-1-22,9/30/22,22-Oct,,no,yes,no,no,none-low,no,32.84,,187,1401,2041,4885,8,25.2,41,7.5,8.6,270,90,5,1.32,22.54,0.75,23.29,1,2022
BTF1S3,BT-1-22,9/30/22,22-Oct,,no,yes,no,no,none-low,no,32.84,,198,1171,1923,6493,8.5,27.7,21,7.9,6.4,259,96,4.6,0.87,4.85,0.88,5.73,1,2022
BTF1S1,BT-1-22,9/30/22,22-Oct,,no,yes,no,no,none-low,no,32.84,,174,1196,1777,4282,8.4,21.8,14,6.6,6.9,246,78,4,1.29,5.98,1.08,7.06,1,2022
BTF1S2,BT-1-22,9/30/22,22-Oct,,no,yes,no,no,none-low,no,32.84,,140,1026,1856,5768,8.4,25.4,19,7,5,250,86,4.3,0.83,6.17,0.81,6.98,1,2022
BTF1S3,BT-1-22,9/30/22,22-Oct,,no,yes,no,no,none-low,no,32.84,,120,1249,1907,4674,8.1,23.9,24,6.6,5.8,270,80,4.7,1.28,11.66,1.14,12.8,1,2022
BTF2S1,BT-2-22,9/30/22,22-Oct,,no,yes,yes,yes,medium-high,yes,18.72,,105,945,1287,2913,8.3,15.7,19,4.6,4.7,188,81,3.2,0.59,4.45,1.04,5.49,2,2022
BTF2S2,BT-2-22,9/30/22,22-Oct,,no,yes,yes,yes,medium-high,yes,18.72,,161,1023,1256,3230,8.3,16.5,34,5.6,5.6,182,83,3.3,0.58,4.37,0.83,5.2,2,2022
BTF2S3,BT-2-22,9/30/22,22-Oct,,no,yes,yes,yes,medium-high,yes,18.72,,147,932,1078,2840,8.1,14.5,17,4.1,5.7,160,77,3,0.73,6.32,1.11,7.43,2,2022
BTF3S1,BT-3-22,9/30/22,22-Oct,,no,no,yes,yes,medium-high,yes,20.44,,76,818,1018,3423,8.6,15.2,19,3.8,3.9,114,76,2.4,0.49,3.42,0.56,3.98,3,2022
BTF3S2,BT-3-22,9/30/22,22-Oct,,no,no,yes,yes,medium-high,yes,20.44,,98,806,957,3723,8.4,15.6,16,3.2,4.9,121,71,2.2,0.56,4.18,1.28,5.46,3,2022
BTF3S3,BT-3-22,9/30/22,22-Oct,,no,no,yes,yes,medium-high,yes,20.44,,156,723,1092,2879,8.4,14,14,3.2,6.2,116,75,2.2,0.52,4.78,0.81,5.59,3,2022
CPF1S1,CP-1-22,9/30/22,22-Oct,,yes,no,no,no,none-low,no,37.56,,53,1237,510,8574,8.2,27.6,19,3,1.4,230,54,4.1,1.31,8.58,0.98,9.56,1,2022
CPF1S2,CP-1-22,9/30/22,22-Oct,,yes,no,no,no,none-low,no,37.56,,35,1074,409,8073,8.2,25.3,15,2.4,1.1,221,48,4,1.11,5.63,0.88,6.51,1,2022
CPF1S3,CP-1-22,9/30/22,22-Oct,,yes,no,no,no,none-low,no,37.56,,34,1290,500,8314,8.2,26.6,21,3.3,1.3,248,52,4.2,1.45,10.6,1.11,11.71,1,2022
CPF2S1,CP-2-22,9/30/22,22-Oct,,yes,no,no,no,none-low,no,33.72,,18,803,356,8614,8.1,26.5,17,2.4,1.9,252,52,4.2,1.06,6.65,1.16,7.81,2,2022
CPF2S2,CP-2-22,9/30/22,22-Oct,,yes,no,no,no,none-low,no,33.72,,12,674,316,7382,8.3,22.3,16,2.3,2.2,220,52,3.7,0.91,7.47,0.72,8.19,2,2022
CPF2S3,CP-2-22,9/30/22,22-Oct,,yes,no,no,no,none-low,no,33.72,,17,764,336,7688,8.3,23.7,13,2.7,1.5,220,55,3.7,0.92,6.1,0.86,6.96,2,2022
CPF3S1,CP-3-22,9/30/22,22-Oct,,yes,no,no,no,none-low,no,31.84,,14,712,336,10420,8.4,30,16,2.3,1.2,163,46,3.4,0.88,5.52,1,6.52,3,2022
CPF3S2,CP-3-22,9/30/22,22-Oct,,yes,no,no,no,none-low,no,31.84,,27,848,379,10350,8.1,30.2,17,2.7,1.1,170,53,3.6,0.99,6.22,1.23,7.45,3,2022
CPF3S3,CP-3-22,9/30/22,22-Oct,,yes,no,no,no,none-low,no,31.84,,18,738,343,9963,8.3,29.4,13,2.4,1,164,46,3.5,0.99,5.79,1.09,6.88,3,2022
JAF1S1,JA-2-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,no,11.84,,28,727,714,1747,8.8,9.7,60,3.3,2.4,92,74,1.5,0.26,4.15,1.57,5.72,2,2022
JAF1S2,JA-2-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,no,11.84,,35,974,574,2118,7.9,10.5,179,2.4,1.5,93,74,1.7,0.36,5.44,1.23,6.67,2,2022
JAF1S3,JA-2-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,no,11.84,,20,710,569,1801,8.1,9.2,18,2.2,1.3,95,72,1.5,0.28,3.41,1.04,4.45,2,2022
JAF2S1,JA-2-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,no,11.84,,227,804,662,3621,8.4,13.7,22,5.4,10.2,95,81,2.7,0.32,4.21,0.89,5.1,2,2022
JAF2S2,JA-2-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,no,11.84,,30,887,804,2371,8.4,11.8,21,4.4,1.4,116,72,2,0.29,4.4,1.6,6,2,2022
JAF2S3,JA-2-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,no,11.84,,111,1005,598,2411,8.3,10.7,17,3.5,14.4,98,88,2.2,0.29,3.41,0.78,4.19,2,2022
JAF2S1,JA-2-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,no,11.84,,31,890,662,2194,8.2,10.8,33,3.4,1.9,101,69,1.8,0.38,3.25,1.41,4.66,2,2022
JAF2S2,JA-2-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,no,11.84,,81,724,513,1865,8,9,8,2.2,4.4,86,78,1.8,0.33,3.82,1.02,4.84,2,2022
JAF2S3,JA-2-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,no,11.84,,32,737,647,1899,8.2,9.8,60,2.7,1.2,95,73,1.7,0.29,3.56,1.35,4.91,2,2022
JBF1S1,JB-1-22,9/30/22,22-Oct,,no,yes,no,yes,medium-high,yes,18.16,,119,904,1377,2102,7.7,14,24,3.3,3.3,143,54,2,0.71,9.75,3,12.75,1,2022
JBF1S2,JB-1-22,9/30/22,22-Oct,,no,yes,no,yes,medium-high,yes,18.16,,128,973,1345,2114,8,13.6,21,3.4,4.6,133,57,2.1,0.65,12.3,2.42,14.72,1,2022
JBF1S3,JB-1-22,9/30/22,22-Oct,,no,yes,no,yes,medium-high,yes,18.16,,126,898,1460,2108,8,14.4,22,3.4,2.5,159,54,2.1,0.9,6.14,1.93,8.07,1,2022
JBF2S1,JB-2-22,9/30/22,22-Oct,,minimal,yes,no,no,none-low,yes,16.24,,66,467,1003,7862,8.5,25.9,168,3.1,2.1,85,52,1.6,0.39,4.77,1.28,6.05,2,2022
JBF2S2,JB-2-22,9/30/22,22-Oct,,minimal,yes,no,no,none-low,yes,16.24,,92,581,1042,3550,8.5,15.2,56,3.7,2.6,97,76,1.6,0.45,7.31,0.96,8.27,2,2022
JBF2S3,JB-2-22,9/30/22,22-Oct,,minimal,yes,no,no,none-low,yes,16.24,,45,486,1288,2559,8.8,14,101,4.2,1.9,104,76,1.7,0.24,4.53,0.91,5.44,2,2022
JBF3S1,JB-3-22,9/30/22,22-Oct,,yes,no,no,no,none-low,yes,10.56,,18,395,368,1826,8,7.5,15,0.9,0.7,76,68,1.1,0.17,3.74,1.37,5.11,3,2022
JBF3S2,JB-3-22,9/30/22,22-Oct,,yes,no,no,no,none-low,yes,10.56,,17,433,453,2251,7.9,8.9,11,0.8,0.6,111,72,1.5,0.2,2.96,0.78,3.74,3,2022
JBF3S3,JB-3-22,9/30/22,22-Oct,,yes,no,no,no,none-low,yes,10.56,,20,396,366,1728,7.8,7.2,10,0.6,0.8,82,70,1.2,0.11,2.95,0.49,3.44,3,2022
JHF1S1,JH-1-22,9/30/22,22-Oct,,yes,no,no,no,none-low,yes,14.12,,10,457,310,2710,7.9,10.3,11,0.7,1,84,78,1.6,0.28,3.1,1.66,4.76,1,2022
JHF1S2,JH-1-22,9/30/22,22-Oct,,yes,no,no,no,none-low,yes,14.12,,21,514,313,2498,7.5,10.3,14,0.7,0.8,90,75,1.5,0.38,3.95,0.7,4.65,1,2022
JHF1S2,JH-1-22,9/30/22,22-Oct,,yes,no,no,no,none-low,yes,14.12,,22,554,332,2705,7.7,10.5,11,1,0.8,95,80,1.8,0.33,4.18,1.9,6.08,1,2022
JKF1S1,JK-1-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,21.76,,529,1365,596,4446,8.2,16.7,32,3.5,10.8,156,84,2.8,0.61,6.84,1.09,7.93,1,2022
JKF1S2,JK-1-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,21.76,,580,1102,496,4218,8.2,15.4,30,2.7,9.6,136,77,2.3,0.52,6.14,2.17,8.31,1,2022
JKF1S3,JK-1-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,21.76,,524,1113,488,3774,8.2,13.8,20,2.8,9.1,135,77,2.3,0.42,5.37,1.45,6.82,1,2022
JKF10S1,JK-10-22,9/30/22,22-Oct,,minimal,yes,yes,no,none-low,yes,23.64,,337,1680,780,4837,8.3,18.4,29,4.9,5.3,126,70,1.7,0.94,8.46,2.76,11.22,10,2022
JKF10S2,JK-10-22,9/30/22,22-Oct,,minimal,yes,yes,no,none-low,yes,23.64,,296,2010,777,7310,8.4,25,37,5.3,5.2,118,61,1.5,0.87,7.86,3,10.86,10,2022
JKF10S3,JK-10-22,9/30/22,22-Oct,,minimal,yes,yes,no,none-low,yes,23.64,,325,1644,1055,4305,8.4,18.6,26,5.6,5.4,146,78,2.1,0.97,8.11,2.28,10.39,10,2022
JKF11S1,JK-11-22,9/30/22,22-Oct,,no,no,yes,no,none-low,yes,33.72,,153,1061,308,3973,7.9,14.2,15,1.6,2,193,59,2.6,0.61,7.86,2.95,10.81,11,2022
JKF11S2,JK-11-22,9/30/22,22-Oct,,no,no,yes,no,none-low,yes,33.72,,236,1213,371,5029,8.2,17,17,2,4.2,212,60,3.2,0.66,6.31,2.5,8.81,11,2022
JKF11S3,JK-11-22,9/30/22,22-Oct,,no,no,yes,no,none-low,yes,33.72,,259,1026,374,5098,8.1,16.9,15,2.2,4.8,209,63,3.3,0.56,6.84,0.94,7.78,11,2022
JKF2S1,JK-2-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,21.88,,310,1382,1110,4518,7.7,19.8,33,3.9,5.9,275,89,3.4,1.16,10.28,1.56,11.84,2,2022
JKF2S2,JK-2-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,21.88,,196,1518,1322,4104,7.9,19.9,31,4.1,3.1,301,85,3.8,0.89,8.12,1.45,9.57,2,2022
JKF2S3,JK-2-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,21.88,,218,1906,1308,4423,8.1,21.1,36,5.5,3.8,310,85,3.8,0.96,11.52,1.49,13.01,2,2022
JKF3S1,JK-3-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,23.64,,316,1252,1823,5730,8.4,24.9,31,8.1,5.5,206,88,2.7,1.15,9.57,1.16,10.73,3,2022
JKF3S2,JK-3-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,23.64,,318,1536,1177,4673,8.4,20,38,6.8,5,184,85,2.6,0.92,6.71,1.68,8.39,3,2022
JKF3S3,JK-3-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,23.64,,180,951,783,3850,7.8,15.9,37,3.3,13.3,300,187,3.3,1.26,10.04,2.19,12.23,3,2022
JKF4S2,JK-4-22,9/30/22,22-Oct,,no,no,yes,no,medium-high,yes,33.72,,298,1683,1098,4744,8.3,20.4,28,5.8,4.2,201,81,2.8,0.89,7.04,1.4,8.44,4,2022
JKF4S2,JK-4-22,9/30/22,22-Oct,,no,no,yes,no,medium-high,yes,33.72,,262,1467,1552,4887,8.2,23.2,24,6.7,2.9,281,81,4.5,1.03,8.95,1.26,10.21,4,2022
JKF4S3,JK-4-22,9/30/22,22-Oct,,no,no,yes,no,medium-high,yes,33.72,,292,1951,1534,4828,8.3,23.2,38,6.9,3.3,265,80,4.4,1.14,13.44,1.2,14.64,4,2022
JKF5S1,JK-5-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,27.72,,254,1299,1333,4268,8.1,20.1,20,4.9,2.6,251,78,4,0.86,5.29,1.2,6.49,5,2022
JKF5S1,JK-5-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,27.72,,251,1531,1467,4232,8.4,21,20,5.8,2.6,253,81,3.9,1.14,9.52,2.6,12.12,5,2022
JKF5S3,JK-5-22,9/30/22,22-Oct,,no,yes,yes,no,medium-high,yes,27.72,,266,1495,1117,4714,7.8,20.5,24,3.9,3,247,79,3.7,1.35,16.21,2.74,18.95,5,2022
JKF6S1,JK-6-22,9/30/22,22-Oct,,yes,yes,yes,no,medium-high,yes,23.88,,242,1286,1592,3223,8.3,17.7,19,6.6,5,242,92,3.3,0.66,7.07,1.22,8.29,6,2022
JKF6S2,JK-6-22,9/30/22,22-Oct,,yes,yes,yes,no,medium-high,yes,23.88,,211,1111,1286,2856,8.3,15.5,21,5.7,4.7,230,83,3,0.59,6.04,2.33,8.37,6,2022
JKF6S3,JK-6-22,9/30/22,22-Oct,,yes,yes,yes,no,medium-high,yes,23.88,,226,1215,1413,3058,8.4,17,23,6.1,4.4,223,72,2.7,0.83,5.54,2.57,8.11,6,2022
JKF7S1,JK-7-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,yes,21.88,,497,1980,928,4788,8,20.5,30,4.9,5.4,167,80,2.4,1.23,11.97,4.6,16.57,7,2022
JKF7S2,JK-7-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,yes,21.88,,438,1928,1029,5059,8.1,21.1,27,4.9,4.9,167,83,2.7,1.42,8.3,3.14,11.44,7,2022
JKF7S3,JK-7-22,9/30/22,22-Oct,,no,yes,yes,no,none-low,yes,21.88,,562,2365,1145,6929,8.1,26.9,35,5.4,7.1,155,79,2.4,1.58,8.05,2.86,10.91,7,2022
